Year,Disaster Type,Decade
1993,Flood,1990
1993,Flood,1990
1993,Storm,1990
1993,Storm,1990
1993,Drought,1990
1993,Flood,1990
1993,Flood,1990
1993,Flood,1990
1993,Flood,1990
1993,Storm,1990
1993,Earthquake,1990
1993,Earthquake,1990
1993,Landslide,1990
1993,Storm,1990
1993,Storm,1990
1993,Storm,1990
1993,Storm,1990
1993,Storm,1990
1993,Storm,1990
1993,Flood,1990
1993,Flood,1990
1993,Flood,1990
1993,Volcanic activity,1990
1993,Volcanic activity,1990
1993,Flood,1990
1993,Flood,1990
1993,Earthquake,1990
1993,Earthquake,1990
1993,Flood,1990
1993,Flood,1990
1993,Flood,1990
1993,Flood,1990
1993,Landslide,1990
1993,Storm,1990
1993,Storm,1990
1993,Insect infestation,1990
1993,Drought,1990
1993,Flood,1990
1993,Flood,1990
1993,Storm,1990
1993,Earthquake,1990
1993,Earthquake,1990
1993,Flood,1990
1993,Flood,1990
1993,Flood,1990
1993,Storm,1990
1993,Volcanic activity,1990
1993,Landslide,1990
1993,Storm,1990
1993,Storm,1990
1993,Landslide,1990
1993,Flood,1990
1993,Flood,1990
1993,Landslide,1990
1993,Storm,1990
1993,Storm,1990
1993,Flood,1990
1993,Landslide,1990
1993,Storm,1990
1993,Flood,1990
1993,Storm,1990
1993,Storm,1990
1993,Storm,1990
1993,Storm,1990
1993,Storm,1990
1993,Earthquake,1990
1993,Flood,1990
1993,Storm,1990
1993,Storm,1990
1993,Storm,1990
1993,Storm,1990
1993,Storm,1990
1993,Drought,1990
1993,Storm,1990
1993,Flood,1990
1993,Storm,1990
1993,Flood,1990
1993,Storm,1990
1993,Earthquake,1990
1993,Landslide,1990
1993,Landslide,1990
1993,Landslide,1990
1993,Storm,1990
1993,Flood,1990
1993,Insect infestation,1990
1993,Flood,1990
1993,Volcanic activity,1990
1993,Flood,1990
1993,Flood,1990
1993,Landslide,1990
1993,Storm,1990
1993,Storm,1990
1993,Storm,1990
1993,Storm,1990
1993,Storm,1990
1993,Flood,1990
1993,Storm,1990
1993,Storm,1990
1993,Flood,1990
1993,Storm,1990
1993,Storm,1990
1993,Extreme temperature,1990
1993,Storm,1990
1993,Flood,1990
1993,Landslide,1990
1993,Landslide,1990
1993,Extreme temperature,1990
1993,Drought,1990
1993,Earthquake,1990
1993,Flood,1990
1993,Flood,1990
1993,Storm,1990
1993,Landslide,1990
1994,Earthquake,1990
1994,Earthquake,1990
1994,Flood,1990
1994,Flood,1990
1994,Earthquake,1990
1994,Volcanic activity,1990
1994,Flood,1990
1994,Earthquake,1990
1994,Landslide,1990
1994,Storm,1990
1994,Storm,1990
1994,Storm,1990
1994,Storm,1990
1994,Storm,1990
1994,Storm,1990
1994,Flood,1990
1994,Landslide,1990
1994,Storm,1990
1994,Storm,1990
1994,Storm,1990
1994,Epidemic,1990
1988,Drought,1980
1988,Drought,1980
1988,Epidemic,1980
1988,Flood,1980
1988,Drought,1980
1988,Drought,1980
1988,Landslide,1980
1988,Storm,1980
1989,Landslide,1980
1989,Storm,1980
1989,Storm,1980
1989,Drought,1980
1989,Flood,1980
1989,Landslide,1980
1989,Storm,1980
1989,Flood,1980
1989,Epidemic,1980
1989,Storm,1980
1989,Earthquake,1980
1989,Earthquake,1980
1989,Storm,1980
1989,Storm,1980
1989,Storm,1980
1989,Storm,1980
1989,Extreme temperature,1980
1989,Storm,1980
1989,Storm,1980
1989,Storm,1980
1989,Storm,1980
1989,Storm,1980
1989,Storm,1980
1989,Storm,1980
1989,Storm,1980
1989,Storm,1980
1989,Storm,1980
1989,Storm,1980
1989,Earthquake,1980
1989,Epidemic,1980
1989,Storm,1980
1989,Storm,1980
1989,Storm,1980
1989,Storm,1980
1989,Flood,1980
1989,Flood,1980
1989,Landslide,1980
1989,Flood,1980
1990,Storm,1990
1990,Storm,1990
1990,Storm,1990
1990,Storm,1990
1990,Storm,1990
1990,Storm,1990
1990,Storm,1990
1990,Storm,1990
1990,Storm,1990
1990,Flood,1990
1990,Drought,1990
1990,Earthquake,1990
1990,Earthquake,1990
1990,Flood,1990
1990,Flood,1990
1990,Landslide,1990
1990,Flood,1990
1990,Storm,1990
1990,Storm,1990
1990,Drought,1990
1990,Storm,1990
1990,Storm,1990
1990,Flood,1990
1990,Storm,1990
1990,Storm,1990
1990,Storm,1990
1990,Flood,1990
1990,Flood,1990
1990,Flood,1990
1990,Storm,1990
1990,Storm,1990
1990,Storm,1990
1990,Flood,1990
1990,Epidemic,1990
1990,Drought,1990
1990,Flood,1990
1990,Earthquake,1990
1990,Earthquake,1990
1990,Epidemic,1990
1990,Storm,1990
1990,Storm,1990
1990,Storm,1990
1990,Storm,1990
1990,Storm,1990
1990,Earthquake,1990
1990,Earthquake,1990
1990,Flood,1990
1990,Flood,1990
1990,Extreme temperature,1990
1990,Extreme temperature,1990
1990,Epidemic,1990
1990,Flood,1990
1990,Storm,1990
1990,Epidemic,1990
1990,Flood,1990
1990,Storm,1990
1990,Storm,1990
1990,Storm,1990
1990,Epidemic,1990
1990,Earthquake,1990
1990,Earthquake,1990
1990,Earthquake,1990
1990,Storm,1990
1990,Flood,1990
1990,Drought,1990
1990,Storm,1990
1990,Earthquake,1990
1990,Drought,1990
1990,Flood,1990
1990,Epidemic,1990
1990,Drought,1990
1991,Earthquake,1990
1991,Storm,1990
1991,Storm,1990
1991,Storm,1990
1991,Earthquake,1990
1991,Flood,1990
1991,Storm,1990
1991,Earthquake,1990
1991,Earthquake,1990
1991,Flood,1990
1991,Flood,1990
1991,Flood,1990
1991,Epidemic,1990
1991,Flood,1990
1991,Storm,1990
1991,Drought,1990
1991,Flood,1990
1991,Flood,1990
1991,Storm,1990
1991,Storm,1990
1991,Epidemic,1990
1991,Epidemic,1990
1991,Epidemic,1990
1991,Flood,1990
1991,Storm,1990
1991,Storm,1990
1991,Storm,1990
1991,Storm,1990
1991,Storm,1990
1991,Storm,1990
1991,Storm,1990
1991,Storm,1990
1991,Storm,1990
1991,Earthquake,1990
1991,Flood,1990
1991,Flood,1990
1991,Flood,1990
1991,Flood,1990
1991,Flood,1990
1991,Flood,1990
1991,Flood,1990
1991,Flood,1990
1991,Flood,1990
1991,Flood,1990
1991,Flood,1990
1991,Flood,1990
1991,Storm,1990
1991,Storm,1990
1991,Storm,1990
1991,Wildfire,1990
1991,Wildfire,1990
1991,Drought,1990
1991,Drought,1990
1991,Storm,1990
1991,Flood,1990
1991,Flood,1990
1991,Epidemic,1990
1991,Flood,1990
1991,Flood,1990
1991,Storm,1990
1991,Storm,1990
1991,Storm,1990
1991,Storm,1990
1991,Storm,1990
1991,Earthquake,1990
1991,Flood,1990
1991,Wildfire,1990
1991,Epidemic,1990
1991,Epidemic,1990
1992,Storm,1990
1992,Earthquake,1990
1992,Earthquake,1990
1992,Landslide,1990
1992,Epidemic,1990
1992,Storm,1990
1992,Storm,1990
1992,Storm,1990
1992,Storm,1990
1992,Landslide,1990
1992,Flood,1990
1992,Storm,1990
1992,Epidemic,1990
1992,Storm,1990
1992,Flood,1990
1992,Storm,1990
1992,Storm,1990
1992,Storm,1990
1992,Storm,1990
1992,Storm,1990
1992,Storm,1990
1992,Storm,1990
1992,Storm,1990
1992,Storm,1990
1992,Storm,1990
1992,Storm,1990
1992,Storm,1990
1992,Storm,1990
1992,Storm,1990
1992,Storm,1990
1992,Storm,1990
1992,Storm,1990
1992,Storm,1990
1992,Storm,1990
1992,Storm,1990
1992,Earthquake,1990
1992,Earthquake,1990
1992,Earthquake,1990
1992,Storm,1990
1992,Storm,1990
1992,Wildfire,1990
1992,Wildfire,1990
1992,Storm,1990
1992,Storm,1990
1992,Storm,1990
1992,Storm,1990
1992,Flood,1990
1992,Epidemic,1990
1992,Flood,1990
1992,Flood,1990
1992,Storm,1990
1992,Storm,1990
1992,Storm,1990
1992,Storm,1990
1992,Earthquake,1990
1992,Epidemic,1990
1992,Epidemic,1990
1993,Storm,1990
1993,Landslide,1990
1993,Flood,1990
1993,Drought,1990
1993,Flood,1990
1993,Drought,1990
1993,Storm,1990
1993,Storm,1990
1993,Flood,1990
1993,Flood,1990
1993,Flood,1990
1993,Storm,1990
1993,Landslide,1990
1993,Storm,1990
1993,Flood,1990
1993,Flood,1990
1993,Flood,1990
1993,Flood,1990
1993,Storm,1990
1993,Storm,1990
1993,Storm,1990
1993,Storm,1990
1993,Storm,1990
1993,Storm,1990
1993,Storm,1990
1993,Storm,1990
1993,Storm,1990
1993,Storm,1990
1993,Storm,1990
1993,Storm,1990
1993,Storm,1990
1993,Earthquake,1990
1993,Flood,1990
1993,Flood,1990
1993,Flood,1990
1993,Flood,1990
1993,Storm,1990
1993,Storm,1990
1993,Storm,1990
1993,Extreme temperature,1990
1993,Wildfire,1990
1993,Epidemic,1990
1993,Flood,1990
1993,Storm,1990
1993,Flood,1990
1993,Storm,1990
1993,Storm,1990
1993,Storm,1990
1993,Storm,1990
1993,Storm,1990
1993,Flood,1990
1993,Storm,1990
1993,Storm,1990
1993,Storm,1990
1993,Earthquake,1990
1993,Flood,1990
1993,Flood,1990
1993,Storm,1990
1994,Earthquake,1990
1994,Earthquake,1990
1994,Flood,1990
1994,Flood,1990
1994,Storm,1990
1994,Storm,1990
1994,Storm,1990
1994,Extreme temperature,1990
1994,Flood,1990
1994,Storm,1990
1994,Landslide,1990
1994,Wildfire,1990
1994,Storm,1990
1994,Storm,1990
1994,Earthquake,1990
1994,Storm,1990
1994,Extreme temperature,1990
1994,Extreme temperature,1990
1994,Wildfire,1990
1994,Storm,1990
1994,Flood,1990
1994,Flood,1990
1994,Flood,1990
1994,Flood,1990
1994,Flood,1990
1994,Flood,1990
1994,Storm,1990
1994,Extreme temperature,1990
1994,Storm,1990
1994,Storm,1990
1994,Flood,1990
1994,Drought,1990
1994,Storm,1990
1994,Storm,1990
1994,Extreme temperature,1990
1994,Drought,1990
1994,Flood,1990
1994,Storm,1990
1994,Storm,1990
1994,Storm,1990
1994,Wildfire,1990
1994,Earthquake,1990
1994,Earthquake,1990
1994,Earthquake,1990
1994,Flood,1990
1994,Flood,1990
1994,Flood,1990
1994,Flood,1990
1994,Flood,1990
1994,Landslide,1990
1994,Storm,1990
1994,Storm,1990
1994,Storm,1990
1994,Extreme temperature,1990
1994,Drought,1990
1994,Drought,1990
1994,Storm,1990
1994,Flood,1990
1994,Flood,1990
1994,Flood,1990
1994,Epidemic,1990
1994,Flood,1990
1994,Drought,1990
1994,Flood,1990
1994,Storm,1990
1994,Flood,1990
1995,Flood,1990
1995,Drought,1990
1995,Flood,1990
1995,Earthquake,1990
1995,Flood,1990
1995,Storm,1990
1995,Storm,1990
1995,Flood,1990
1995,Landslide,1990
1995,Flood,1990
1995,Epidemic,1990
1995,Flood,1990
1995,Flood,1990
1995,Storm,1990
1995,Flood,1990
1995,Flood,1990
1995,Extreme temperature,1990
1995,Storm,1990
1995,Storm,1990
1995,Storm,1990
1995,Storm,1990
1995,Extreme temperature,1990
1995,Storm,1990
1995,Storm,1990
1995,Flood,1990
1995,Flood,1990
1995,Flood,1990
1995,Storm,1990
1995,Flood,1990
1995,Storm,1990
1995,Storm,1990
1995,Flood,1990
1995,Flood,1990
1995,Storm,1990
1995,Extreme temperature,1990
1995,Epidemic,1990
1995,Storm,1990
1995,Epidemic,1990
1995,Storm,1990
1995,Epidemic,1990
1995,Flood,1990
1995,Flood,1990
1995,Landslide,1990
1995,Epidemic,1990
1995,Landslide,1990
1995,Flood,1990
1995,Flood,1990
1995,Storm,1990
1995,Flood,1990
1995,Wildfire,1990
1995,Flood,1990
1995,Storm,1990
1995,Wildfire,1990
1995,Wildfire,1990
1995,Flood,1990
1995,Earthquake,1990
1995,Extreme temperature,1990
1995,Flood,1990
1995,Storm,1990
1995,Storm,1990
1995,Earthquake,1990
1995,Earthquake,1990
1995,Earthquake,1990
1995,Flood,1990
1995,Flood,1990
1995,Flood,1990
1995,Landslide,1990
1995,Storm,1990
1995,Wildfire,1990
1995,Drought,1990
1995,Storm,1990
1995,Storm,1990
1995,Epidemic,1990
1995,Earthquake,1990
1995,Earthquake,1990
1995,Flood,1990
1995,Landslide,1990
1995,Insect infestation,1990
1995,Volcanic activity,1990
1995,Epidemic,1990
1995,Flood,1990
1995,Storm,1990
1995,Storm,1990
1995,Earthquake,1990
1995,Storm,1990
1996,Flood,1990
1996,Flood,1990
1996,Storm,1990
1996,Storm,1990
1996,Earthquake,1990
1996,Flood,1990
1996,Epidemic,1990
1996,Storm,1990
1996,Flood,1990
1996,Flood,1990
1996,Storm,1990
1996,Storm,1990
1996,Landslide,1990
1996,Storm,1990
1996,Storm,1990
1996,Storm,1990
1996,Flood,1990
1996,Storm,1990
1996,Epidemic,1990
1996,Flood,1990
1996,Epidemic,1990
1996,Epidemic,1990
1996,Flood,1990
1996,Flood,1990
1996,Storm,1990
1996,Storm,1990
1996,Extreme temperature,1990
1996,Epidemic,1990
1996,Storm,1990
1996,Storm,1990
1996,Flood,1990
1996,Landslide,1990
1996,Landslide,1990
1996,Landslide,1990
1996,Landslide,1990
1996,Flood,1990
1996,Storm,1990
1996,Storm,1990
1996,Earthquake,1990
1996,Earthquake,1990
1996,Earthquake,1990
1996,Earthquake,1990
1996,Flood,1990
1996,Flood,1990
1996,Flood,1990
1996,Landslide,1990
1996,Landslide,1990
1996,Landslide,1990
1996,Storm,1990
1996,Storm,1990
1996,Storm,1990
1996,Landslide,1990
1996,Storm,1990
1996,Flood,1990
1996,Storm,1990
1996,Flood,1990
1996,Epidemic,1990
1996,Landslide,1990
1996,Epidemic,1990
1996,Flood,1990
1996,Flood,1990
1996,Flood,1990
1996,Storm,1990
1996,Storm,1990
1996,Flood,1990
1996,Storm,1990
1996,Flood,1990
1996,Epidemic,1990
1996,Flood,1990
1996,Storm,1990
1997,Flood,1990
1997,Earthquake,1990
1997,Flood,1990
1997,Flood,1990
1997,Flood,1990
1997,Flood,1990
1997,Storm,1990
1997,Landslide,1990
1997,Storm,1990
1997,Storm,1990
1997,Storm,1990
1997,Earthquake,1990
1997,Flood,1990
1997,Flood,1990
1997,Landslide,1990
1997,Drought,1990
1997,Flood,1990
1997,Flood,1990
1997,Earthquake,1990
1997,Flood,1990
1997,Flood,1990
1997,Wildfire,1990
1997,Wildfire,1990
1997,Landslide,1990
1997,Flood,1990
1997,Flood,1990
1997,Epidemic,1990
1997,Epidemic,1990
1997,Epidemic,1990
1997,Flood,1990
1997,Epidemic,1990
1997,Storm,1990
1997,Earthquake,1990
1997,Flood,1990
1997,Storm,1990
1997,Storm,1990
1997,Extreme temperature,1990
1997,Epidemic,1990
1997,Storm,1990
1997,Storm,1990
1997,Flood,1990
1997,Storm,1990
1997,Epidemic,1990
1997,Flood,1990
1997,Flood,1990
1997,Epidemic,1990
1997,Epidemic,1990
1997,Flood,1990
1997,Flood,1990
1997,Epidemic,1990
1997,Flood,1990
1997,Storm,1990
1997,Storm,1990
1997,Flood,1990
1997,Wildfire,1990
1997,Flood,1990
1997,Storm,1990
1997,Storm,1990
1997,Wildfire,1990
1997,Storm,1990
1997,Earthquake,1990
1997,Earthquake,1990
1997,Earthquake,1990
1997,Earthquake,1990
1997,Flood,1990
1997,Flood,1990
1997,Landslide,1990
1997,Landslide,1990
1997,Extreme temperature,1990
1997,Extreme temperature,1990
1997,Extreme temperature,1990
1997,Drought,1990
1997,Epidemic,1990
1997,Epidemic,1990
1997,Epidemic,1990
1997,Storm,1990
1997,Epidemic,1990
1997,Flood,1990
1997,Epidemic,1990
1997,Flood,1990
1997,Flood,1990
1997,Flood,1990
1997,Extreme temperature,1990
1998,Earthquake,1990
1998,Earthquake,1990
1998,Flood,1990
1998,Earthquake,1990
1998,Flood,1990
1998,Epidemic,1990
1998,Epidemic,1990
1998,Epidemic,1990
1998,Storm,1990
1998,Flood,1990
1998,Flood,1990
1998,Flood,1990
1998,Flood,1990
1998,Flood,1990
1998,Flood,1990
1998,Flood,1990
1998,Flood,1990
1998,Earthquake,1990
1998,Earthquake,1990
1998,Earthquake,1990
1998,Flood,1990
1998,Epidemic,1990
1998,Flood,1990
1998,Epidemic,1990
1998,Flood,1990
1998,Storm,1990
1998,Storm,1990
1998,Extreme temperature,1990
1998,Storm,1990
1998,Epidemic,1990
1998,Storm,1990
1998,Earthquake,1990
1998,Landslide,1990
1998,Flood,1990
1998,Wildfire,1990
1998,Wildfire,1990
1998,Epidemic,1990
1998,Flood,1990
1998,Flood,1990
1998,Flood,1990
1998,Flood,1990
1998,Wildfire,1990
1998,Flood,1990
1998,Flood,1990
1998,Wildfire,1990
1998,Storm,1990
1998,Storm,1990
1998,Storm,1990
1998,Flood,1990
1998,Flood,1990
1998,Landslide,1990
1998,Storm,1990
1998,Storm,1990
1998,Epidemic,1990
1998,Epidemic,1990
1998,Insect infestation,1990
1998,Volcanic activity,1990
1998,Storm,1990
1998,Extreme temperature,1990
1998,Flood,1990
1994,Flood,1990
1994,Storm,1990
1994,Storm,1990
1994,Drought,1990
1994,Flood,1990
1994,Flood,1990
1994,Earthquake,1990
1994,Flood,1990
1994,Earthquake,1990
1994,Earthquake,1990
1994,Earthquake,1990
1994,Earthquake,1990
1994,Storm,1990
1994,Storm,1990
1994,Storm,1990
1994,Flood,1990
1994,Epidemic,1990
1994,Earthquake,1990
1994,Wildfire,1990
1994,Flood,1990
1994,Wildfire,1990
1994,Wildfire,1990
1994,Storm,1990
1994,Flood,1990
1994,Flood,1990
1994,Landslide,1990
1994,Flood,1990
1994,Flood,1990
1994,Epidemic,1990
1994,Flood,1990
1994,Epidemic,1990
1994,Epidemic,1990
1994,Drought,1990
1994,Flood,1990
1994,Flood,1990
1994,Drought,1990
1994,Flood,1990
1994,Flood,1990
1994,Earthquake,1990
1994,Volcanic activity,1990
1994,Volcanic activity,1990
1994,Flood,1990
1994,Flood,1990
1994,Wildfire,1990
1994,Flood,1990
1994,Flood,1990
1994,Flood,1990
1994,Storm,1990
1994,Flood,1990
1994,Extreme temperature,1990
1994,Epidemic,1990
1994,Flood,1990
1994,Flood,1990
1994,Flood,1990
1994,Flood,1990
1994,Storm,1990
1994,Flood,1990
1994,Wildfire,1990
1994,Storm,1990
1994,Storm,1990
1994,Earthquake,1990
1994,Storm,1990
1994,Storm,1990
1994,Epidemic,1990
1994,Drought,1990
1994,Landslide,1990
1994,Flood,1990
1994,Storm,1990
1994,Epidemic,1990
1994,Flood,1990
1994,Storm,1990
1994,Flood,1990
1994,Flood,1990
1994,Flood,1990
1994,Storm,1990
1994,Volcanic activity,1990
1994,Volcanic activity,1990
1994,Storm,1990
1994,Flood,1990
1994,Flood,1990
1994,Flood,1990
1994,Drought,1990
1994,Flood,1990
1994,Flood,1990
1994,Storm,1990
1994,Storm,1990
1994,Flood,1990
1994,Earthquake,1990
1994,Earthquake,1990
1994,Flood,1990
1994,Flood,1990
1994,Flood,1990
1994,Landslide,1990
1994,Storm,1990
1994,Storm,1990
1994,Storm,1990
1994,Storm,1990
1994,Storm,1990
1994,Storm,1990
1994,Flood,1990
1994,Volcanic activity,1990
1994,Drought,1990
1994,Storm,1990
1994,Flood,1990
1994,Extreme temperature,1990
1994,Storm,1990
1994,Flood,1990
1994,Flood,1990
1995,Flood,1990
1995,Storm,1990
1995,Storm,1990
1995,Earthquake,1990
1995,Storm,1990
1995,Earthquake,1990
1995,Flood,1990
1995,Earthquake,1990
1995,Flood,1990
1995,Flood,1990
1995,Flood,1990
1995,Storm,1990
1995,Storm,1990
1995,Storm,1990
1995,Storm,1990
1995,Storm,1990
1995,Storm,1990
1995,Storm,1990
1995,Storm,1990
1995,Storm,1990
1995,Storm,1990
1995,Storm,1990
1995,Storm,1990
1995,Storm,1990
1995,Epidemic,1990
1995,Storm,1990
1995,Earthquake,1990
1995,Earthquake,1990
1995,Epidemic,1990
1995,Earthquake,1990
1995,Flood,1990
1995,Extreme temperature,1990
1995,Insect infestation,1990
1995,Extreme temperature,1990
1995,Extreme temperature,1990
1995,Flood,1990
1995,Flood,1990
1995,Flood,1990
1995,Storm,1990
1995,Earthquake,1990
1995,Earthquake,1990
1995,Wildfire,1990
1995,Epidemic,1990
1995,Flood,1990
1995,Storm,1990
1995,Epidemic,1990
1995,Earthquake,1990
1995,Flood,1990
1995,Flood,1990
1995,Flood,1990
1995,Flood,1990
1995,Flood,1990
1995,Flood,1990
1995,Flood,1990
1995,Landslide,1990
1995,Landslide,1990
1995,Landslide,1990
1995,Storm,1990
1995,Storm,1990
1995,Extreme temperature,1990
1995,Flood,1990
1995,Flood,1990
1995,Flood,1990
1995,Landslide,1990
1995,Landslide,1990
1995,Wildfire,1990
1995,Earthquake,1990
1995,Flood,1990
1995,Storm,1990
1995,Storm,1990
1995,Flood,1990
1995,Storm,1990
1995,Epidemic,1990
1995,Flood,1990
1995,Epidemic,1990
1995,Storm,1990
1995,Flood,1990
1995,Flood,1990
1995,Flood,1990
1995,Flood,1990
1995,Earthquake,1990
1995,Earthquake,1990
1995,Earthquake,1990
1995,Storm,1990
1995,Storm,1990
1995,Storm,1990
1995,Storm,1990
1995,Storm,1990
1995,Extreme temperature,1990
1995,Epidemic,1990
1995,Drought,1990
1995,Flood,1990
1995,Earthquake,1990
1995,Flood,1990
1995,Flood,1990
1995,Volcanic activity,1990
1995,Storm,1990
1995,Storm,1990
1995,Flood,1990
1995,Flood,1990
1995,Landslide,1990
1995,Wildfire,1990
1995,Drought,1990
1995,Epidemic,1990
1995,Volcanic activity,1990
1995,Storm,1990
1995,Epidemic,1990
1995,Epidemic,1990
1995,Flood,1990
1995,Landslide,1990
1995,Landslide,1990
1995,Epidemic,1990
1995,Volcanic activity,1990
1995,Flood,1990
1995,Flood,1990
1995,Flood,1990
1995,Flood,1990
1995,Epidemic,1990
1995,Landslide,1990
1995,Earthquake,1990
1995,Volcanic activity,1990
1995,Flood,1990
1995,Storm,1990
1995,Storm,1990
1995,Flood,1990
1995,Insect infestation,1990
1995,Flood,1990
1995,Flood,1990
1995,Flood,1990
1995,Storm,1990
1995,Storm,1990
1995,Storm,1990
1995,Flood,1990
1995,Flood,1990
1995,Flood,1990
1995,Flood,1990
1995,Flood,1990
1995,Storm,1990
1995,Storm,1990
1995,Earthquake,1990
1996,Storm,1990
1996,Storm,1990
1996,Flood,1990
1996,Flood,1990
1996,Flood,1990
1996,Flood,1990
1996,Earthquake,1990
1996,Earthquake,1990
1996,Storm,1990
1996,Storm,1990
1996,Storm,1990
1996,Storm,1990
1996,Drought,1990
1996,Flood,1990
1996,Flood,1990
1996,Earthquake,1990
1996,Flood,1990
1996,Extreme temperature,1990
1996,Flood,1990
1996,Landslide,1990
1996,Flood,1990
1996,Flood,1990
1996,Flood,1990
1996,Storm,1990
1996,Flood,1990
1996,Epidemic,1990
1996,Storm,1990
1996,Epidemic,1990
1996,Flood,1990
1996,Epidemic,1990
1996,Earthquake,1990
1996,Volcanic activity,1990
1996,Storm,1990
1996,Flood,1990
1996,Flood,1990
1996,Storm,1990
1996,Storm,1990
1996,Flood,1990
1996,Earthquake,1990
1996,Flood,1990
1996,Storm,1990
1996,Flood,1990
1996,Storm,1990
1996,Flood,1990
1996,Flood,1990
1996,Flood,1990
1996,Flood,1990
1996,Flood,1990
1996,Landslide,1990
1996,Epidemic,1990
1996,Flood,1990
1996,Flood,1990
1996,Flood,1990
1996,Flood,1990
1996,Landslide,1990
1996,Storm,1990
1996,Storm,1990
1996,Epidemic,1990
1996,Drought,1990
1996,Flood,1990
1996,Flood,1990
1996,Flood,1990
1996,Storm,1990
1996,Flood,1990
1996,Flood,1990
1996,Storm,1990
1996,Volcanic activity,1990
1996,Landslide,1990
1996,Flood,1990
1996,Storm,1990
1996,Landslide,1990
1996,Storm,1990
1996,Flood,1990
1996,Drought,1990
1996,Flood,1990
1996,Landslide,1990
1996,Flood,1990
1996,Epidemic,1990
1996,Landslide,1990
1996,Flood,1990
1996,Storm,1990
1996,Storm,1990
1996,Flood,1990
1996,Storm,1990
1996,Storm,1990
1996,Flood,1990
1996,Storm,1990
1996,Storm,1990
1996,Storm,1990
1996,Storm,1990
1996,Drought,1990
1996,Epidemic,1990
1996,Epidemic,1990
1996,Flood,1990
1996,Wildfire,1990
1996,Epidemic,1990
1996,Epidemic,1990
1996,Volcanic activity,1990
1996,Storm,1990
1996,Storm,1990
1996,Flood,1990
1996,Epidemic,1990
1996,Epidemic,1990
1996,Landslide,1990
1996,Epidemic,1990
1996,Epidemic,1990
1996,Epidemic,1990
1996,Epidemic,1990
1996,Storm,1990
1996,Storm,1990
1996,Flood,1990
1996,Flood,1990
1996,Epidemic,1990
1996,Storm,1990
1996,Storm,1990
1996,Flood,1990
1996,Landslide,1990
1996,Extreme temperature,1990
1996,Earthquake,1990
1996,Earthquake,1990
1996,Landslide,1990
1996,Landslide,1990
1996,Storm,1990
1996,Epidemic,1990
1996,Epidemic,1990
1996,Flood,1990
1996,Storm,1990
1996,Volcanic activity,1990
1996,Volcanic activity,1990
1996,Landslide,1990
1996,Epidemic,1990
1996,Flood,1990
1996,Flood,1990
1996,Extreme temperature,1990
1996,Epidemic,1990
1996,Flood,1990
1997,Storm,1990
1997,Storm,1990
1997,Storm,1990
1997,Drought,1990
1997,Drought,1990
1997,Drought,1990
1997,Flood,1990
1997,Flood,1990
1997,Storm,1990
1997,Flood,1990
1997,Flood,1990
1997,Storm,1990
1997,Earthquake,1990
1997,Flood,1990
1997,Earthquake,1990
1997,Drought,1990
1997,Storm,1990
1997,Epidemic,1990
1997,Epidemic,1990
1997,Flood,1990
1997,Drought,1990
1997,Storm,1990
1997,Flood,1990
1997,Flood,1990
1997,Epidemic,1990
1997,Drought,1990
1997,Storm,1990
1997,Extreme temperature,1990
1997,Wildfire,1990
1997,Drought,1990
1997,Flood,1990
1997,Extreme temperature,1990
1997,Flood,1990
1997,Flood,1990
1997,Flood,1990
1997,Flood,1990
1997,Epidemic,1990
1997,Epidemic,1990
1997,Epidemic,1990
1997,Flood,1990
1997,Storm,1990
1997,Drought,1990
1997,Flood,1990
1997,Drought,1990
1997,Wildfire,1990
1997,Flood,1990
1997,Earthquake,1990
1997,Volcanic activity,1990
1997,Wildfire,1990
1997,Epidemic,1990
1997,Epidemic,1990
1997,Earthquake,1990
1997,Flood,1990
1997,Flood,1990
1997,Flood,1990
1997,Flood,1990
1997,Landslide,1990
1997,Landslide,1990
1997,Storm,1990
1997,Epidemic,1990
1997,Epidemic,1990
1997,Epidemic,1990
1997,Flood,1990
1997,Flood,1990
1997,Earthquake,1990
1997,Earthquake,1990
1997,Earthquake,1990
1997,Flood,1990
1997,Flood,1990
1997,Epidemic,1990
1997,Flood,1990
1997,Earthquake,1990
1997,Drought,1990
1997,Storm,1990
1997,Flood,1990
1997,Landslide,1990
1997,Storm,1990
1997,Storm,1990
1997,Epidemic,1990
1997,Extreme temperature,1990
1997,Wildfire,1990
1997,Epidemic,1990
1997,Epidemic,1990
1997,Epidemic,1990
1997,Epidemic,1990
1997,Flood,1990
1997,Earthquake,1990
1997,Epidemic,1990
1997,Storm,1990
1997,Epidemic,1990
1997,Flood,1990
1997,Flood,1990
1997,Flood,1990
1997,Epidemic,1990
1997,Flood,1990
1997,Flood,1990
1997,Storm,1990
1997,Storm,1990
1997,Insect infestation,1990
1997,Earthquake,1990
1997,Earthquake,1990
1997,Volcanic activity,1990
1997,Landslide,1990
1997,Storm,1990
1997,Storm,1990
1997,Storm,1990
1997,Extreme temperature,1990
1997,Extreme temperature,1990
1997,Epidemic,1990
1997,Flood,1990
1997,Flood,1990
1997,Storm,1990
1997,Epidemic,1990
1997,Epidemic,1990
1997,Epidemic,1990
1997,Volcanic activity,1990
1997,Flood,1990
1997,Epidemic,1990
1997,Epidemic,1990
1997,Wildfire,1990
1997,Epidemic,1990
1997,Epidemic,1990
1997,Epidemic,1990
