Year,Disaster Type,Decade
2003,Flood,2000
2003,Landslide,2000
2003,Extreme temperature,2000
2003,Wildfire,2000
2003,Flood,2000
2003,Epidemic,2000
2003,Flood,2000
2003,Flood,2000
2003,Epidemic,2000
2003,Epidemic,2000
2003,Epidemic,2000
2003,Drought,2000
2003,Flood,2000
2003,Flood,2000
2003,Flood,2000
2003,Flood,2000
2003,Flood,2000
2003,Epidemic,2000
2003,Flood,2000
2003,Flood,2000
2003,Extreme temperature,2000
2003,Extreme temperature,2000
2003,Storm,2000
2003,Flood,2000
2003,Flood,2000
2003,Landslide,2000
2003,Extreme temperature,2000
2003,Earthquake,2000
2003,Earthquake,2000
2003,Storm,2000
2003,Storm,2000
2003,Storm,2000
2003,Storm,2000
2003,Storm,2000
2003,Landslide,2000
2003,Landslide,2000
2003,Extreme temperature,2000
2003,Wildfire,2000
2003,Flood,2000
2003,Wildfire,2000
2003,Flood,2000
2003,Drought,2000
2003,Flood,2000
2003,Epidemic,2000
2003,Flood,2000
2003,Epidemic,2000
2003,Epidemic,2000
2003,Flood,2000
2003,Flood,2000
2003,Epidemic,2000
2003,Epidemic,2000
2003,Storm,2000
2003,Flood,2000
2003,Flood,2000
2003,Epidemic,2000
2003,Epidemic,2000
2003,Landslide,2000
2003,Earthquake,2000
2003,Earthquake,2000
2003,Earthquake,2000
2003,Flood,2000
2003,Drought,2000
2003,Flood,2000
2003,Epidemic,2000
2003,Storm,2000
2003,Storm,2000
2003,Storm,2000
2003,Earthquake,2000
2003,Flood,2000
2003,Flood,2000
2003,Flood,2000
2003,Storm,2000
2003,Wildfire,2000
2003,Wildfire,2000
2003,Wildfire,2000
2003,Landslide,2000
2003,Flood,2000
2003,Flood,2000
2003,Flood,2000
2003,Epidemic,2000
2003,Flood,2000
2003,Flood,2000
2003,Storm,2000
2003,Flood,2000
2003,Flood,2000
2003,Epidemic,2000
2003,Epidemic,2000
2004,Earthquake,2000
2004,Storm,2000
2004,Storm,2000
2004,Storm,2000
2004,Storm,2000
2004,Storm,2000
2004,Storm,2000
2004,Storm,2000
2004,Storm,2000
2004,Storm,2000
2004,Storm,2000
2004,Storm,2000
2004,Flood,2000
2004,Storm,2000
2004,Storm,2000
2004,Storm,2000
2004,Storm,2000
2004,Storm,2000
2004,Storm,2000
2004,Extreme temperature,2000
2004,Wildfire,2000
2004,Storm,2000
2004,Storm,2000
2004,Storm,2000
2004,Storm,2000
2004,Storm,2000
2004,Drought,2000
2004,Storm,2000
2004,Storm,2000
2004,Storm,2000
2004,Storm,2000
2004,Storm,2000
2004,Storm,2000
2004,Flood,2000
2004,Earthquake,2000
2004,Flood,2000
2004,Flood,2000
2004,Flood,2000
2004,Flood,2000
2004,Flood,2000
2004,Earthquake,2000
2004,Flood,2000
2004,Flood,2000
2004,Flood,2000
2004,Storm,2000
2004,Flood,2000
2004,Storm,2000
2004,Flood,2000
2004,Flood,2000
2004,Earthquake,2000
2004,Earthquake,2000
2004,Earthquake,2000
2004,Flood,2000
2004,Flood,2000
2004,Flood,2000
2004,Earthquake,2000
2004,Earthquake,2000
2004,Earthquake,2000
2004,Earthquake,2000
2004,Flood,2000
2004,Flood,2000
2004,Flood,2000
2004,Storm,2000
2004,Storm,2000
2004,Storm,2000
2004,Storm,2000
2004,Flood,2000
2004,Storm,2000
2004,Flood,2000
2004,Drought,2000
2004,Wildfire,2000
2004,Wildfire,2000
2004,Storm,2000
2004,Storm,2000
2004,Storm,2000
2004,Storm,2000
2004,Storm,2000
2004,Storm,2000
2004,Landslide,2000
2004,Storm,2000
2004,Storm,2000
2004,Storm,2000
2004,Storm,2000
2004,Storm,2000
2004,Drought,2000
2004,Drought,2000
2004,Extreme temperature,2000
2004,Storm,2000
2004,Storm,2000
2004,Storm,2000
2004,Flood,2000
2004,Flood,2000
2004,Flood,2000
2004,Flood,2000
2004,Storm,2000
2004,Flood,2000
2004,Epidemic,2000
2004,Flood,2000
2004,Storm,2000
2004,Storm,2000
2004,Extreme temperature,2000
2004,Landslide,2000
2004,Flood,2000
2004,Epidemic,2000
2004,Landslide,2000
2004,Landslide,2000
2004,Landslide,2000
2004,Flood,2000
2004,Epidemic,2000
2004,Storm,2000
2004,Flood,2000
2004,Storm,2000
2004,Wildfire,2000
2004,Epidemic,2000
2004,Storm,2000
2004,Earthquake,2000
2004,Flood,2000
2004,Epidemic,2000
2004,Earthquake,2000
2004,Insect infestation,2000
2004,Flood,2000
2004,Extreme temperature,2000
2004,Flood,2000
2004,Extreme temperature,2000
2004,Insect infestation,2000
2004,Earthquake,2000
2004,Insect infestation,2000
2004,Flood,2000
2004,Flood,2000
2004,Flood,2000
2004,Storm,2000
2004,Flood,2000
2004,Flood,2000
2004,Epidemic,2000
2004,Epidemic,2000
2004,Insect infestation,2000
2004,Flood,2000
2004,Flood,2000
2004,Flood,2000
2004,Flood,2000
2004,Flood,2000
2004,Epidemic,2000
2004,Epidemic,2000
2004,Epidemic,2000
2004,Insect infestation,2000
2004,Landslide,2000
2004,Storm,2000
2004,Flood,2000
2004,Flood,2000
2004,Flood,2000
2004,Epidemic,2000
2004,Flood,2000
2004,Flood,2000
2004,Storm,2000
2004,Flood,2000
2004,Flood,2000
2004,Landslide,2000
2004,Storm,2000
2004,Epidemic,2000
2004,Volcanic activity,2000
2004,Flood,2000
2004,Flood,2000
2004,Storm,2000
2004,Flood,2000
2004,Flood,2000
2004,Drought,2000
2004,Extreme temperature,2000
2004,Extreme temperature,2000
2004,Storm,2000
2004,Earthquake,2000
2004,Flood,2000
2004,Flood,2000
2004,Storm,2000
2004,Wildfire,2000
2004,Epidemic,2000
2004,Flood,2000
2004,Epidemic,2000
2004,Epidemic,2000
2004,Insect infestation,2000
2004,Epidemic,2000
2004,Insect infestation,2000
2004,Storm,2000
2004,Flood,2000
2004,Epidemic,2000
2004,Earthquake,2000
2004,Flood,2000
2004,Extreme temperature,2000
2004,Storm,2000
2004,Earthquake,2000
2004,Storm,2000
2004,Epidemic,2000
2004,Epidemic,2000
2004,Insect infestation,2000
2004,Flood,2000
2004,Flood,2000
2004,Flood,2000
2004,Landslide,2000
2004,Epidemic,2000
2004,Storm,2000
2004,Storm,2000
2004,Landslide,2000
2004,Storm,2000
2004,Earthquake,2000
2004,Earthquake,2000
2004,Flood,2000
2004,Flood,2000
2004,Epidemic,2000
2004,Storm,2000
2004,Storm,2000
2004,Earthquake,2000
2004,Flood,2000
2004,Epidemic,2000
2004,Flood,2000
2004,Extreme temperature,2000
2004,Storm,2000
2004,Flood,2000
2004,Flood,2000
2004,Flood,2000
2004,Flood,2000
2004,Storm,2000
2004,Extreme temperature,2000
2004,Wildfire,2000
2004,Storm,2000
2004,Storm,2000
2004,Storm,2000
2004,Flood,2000
2004,Landslide,2000
2004,Storm,2000
2004,Epidemic,2000
2004,Flood,2000
2004,Epidemic,2000
2004,Drought,2000
2004,Epidemic,2000
2004,Epidemic,2000
2004,Epidemic,2000
2004,Epidemic,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Storm,2000
2005,Flood,2000
2005,Earthquake,2000
2005,Earthquake,2000
2005,Flood,2000
2005,Flood,2000
2005,Earthquake,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Storm,2000
2005,Flood,2000
2005,Storm,2000
2005,Storm,2000
2005,Storm,2000
2005,Storm,2000
2005,Storm,2000
2005,Storm,2000
2005,Storm,2000
2005,Storm,2000
2005,Storm,2000
2005,Storm,2000
2005,Landslide,2000
2005,Storm,2000
2005,Earthquake,2000
2005,Earthquake,2000
2005,Storm,2000
2005,Flood,2000
2005,Flood,2000
2005,Wildfire,2000
2005,Storm,2000
2005,Storm,2000
2005,Storm,2000
2005,Flood,2000
2005,Flood,2000
2005,Storm,2000
2005,Flood,2000
2005,Flood,2000
2005,Epidemic,2000
2005,Epidemic,2000
2005,Epidemic,2000
2005,Storm,2000
2005,Storm,2000
2005,Storm,2000
2005,Flood,2000
2005,Storm,2000
2005,Flood,2000
2005,Storm,2000
2005,Landslide,2000
2005,Flood,2000
2005,Epidemic,2000
2005,Epidemic,2000
2005,Flood,2000
2005,Flood,2000
2005,Storm,2000
2005,Epidemic,2000
2005,Landslide,2000
2005,Storm,2000
2005,Earthquake,2000
2005,Earthquake,2000
2005,Landslide,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Storm,2000
2005,Flood,2000
2005,Earthquake,2000
2005,Epidemic,2000
2005,Epidemic,2000
2003,Flood,2000
2003,Epidemic,2000
2003,Flood,2000
2003,Flood,2000
2003,Epidemic,2000
2003,Flood,2000
2003,Epidemic,2000
2003,Volcanic activity,2000
2003,Flood,2000
2004,Epidemic,2000
2004,Flood,2000
2004,Storm,2000
2005,Storm,2000
2005,Flood,2000
2005,Storm,2000
2005,Storm,2000
2005,Storm,2000
2005,Storm,2000
2005,Storm,2000
2005,Storm,2000
2005,Storm,2000
2005,Flood,2000
2005,Flood,2000
2005,Storm,2000
2005,Drought,2000
2005,Storm,2000
2005,Storm,2000
2005,Storm,2000
2005,Storm,2000
2005,Storm,2000
2005,Storm,2000
2005,Drought,2000
2005,Drought,2000
2005,Storm,2000
2005,Drought,2000
2005,Earthquake,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Earthquake,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Storm,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Volcanic activity,2000
2005,Storm,2000
2005,Storm,2000
2005,Storm,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Storm,2000
2005,Flood,2000
2005,Flood,2000
2005,Storm,2000
2005,Storm,2000
2005,Storm,2000
2005,Storm,2000
2005,Storm,2000
2005,Storm,2000
2005,Drought,2000
2005,Drought,2000
2005,Drought,2000
2005,Drought,2000
2005,Extreme temperature,2000
2005,Extreme temperature,2000
2005,Extreme temperature,2000
2005,Extreme temperature,2000
2005,Extreme temperature,2000
2005,Extreme temperature,2000
2005,Extreme temperature,2000
2005,Extreme temperature,2000
2005,Extreme temperature,2000
2005,Extreme temperature,2000
2005,Extreme temperature,2000
2005,Extreme temperature,2000
2005,Extreme temperature,2000
2005,Extreme temperature,2000
2005,Epidemic,2000
2005,Earthquake,2000
2005,Earthquake,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Epidemic,2000
2005,Flood,2000
2005,Storm,2000
2005,Flood,2000
2005,Flood,2000
2005,Epidemic,2000
2005,Epidemic,2000
2005,Flood,2000
2005,Flood,2000
2005,Extreme temperature,2000
2005,Extreme temperature,2000
2005,Storm,2000
2005,Storm,2000
2005,Storm,2000
2005,Storm,2000
2005,Storm,2000
2005,Flood,2000
2005,Flood,2000
2005,Extreme temperature,2000
2005,Storm,2000
2005,Storm,2000
2005,Storm,2000
2005,Wildfire,2000
2005,Drought,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Wildfire,2000
2005,Wildfire,2000
2005,Storm,2000
2005,Flood,2000
2005,Extreme temperature,2000
2005,Storm,2000
2005,Flood,2000
2005,Storm,2000
2005,Earthquake,2000
2005,Earthquake,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Extreme temperature,2000
2005,Epidemic,2000
2005,Drought,2000
2005,Storm,2000
2005,Flood,2000
2005,Epidemic,2000
2005,Volcanic activity,2000
2005,Flood,2000
2005,Storm,2000
2005,Epidemic,2000
2005,Storm,2000
2005,Extreme temperature,2000
2005,Flood,2000
2005,Flood,2000
2005,Extreme temperature,2000
2005,Wildfire,2000
2005,Flood,2000
2005,Wildfire,2000
2005,Extreme temperature,2000
2005,Volcanic activity,2000
2005,Flood,2000
2005,Flood,2000
2005,Epidemic,2000
2005,Flood,2000
2005,Flood,2000
2005,Wildfire,2000
2005,Extreme temperature,2000
2005,Storm,2000
2005,Epidemic,2000
2005,Epidemic,2000
2005,Epidemic,2000
2005,Flood,2000
2005,Landslide,2000
2005,Landslide,2000
2005,Storm,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Landslide,2000
2005,Wildfire,2000
2005,Epidemic,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Landslide,2000
2005,Extreme temperature,2000
2005,Extreme temperature,2000
2005,Epidemic,2000
2005,Epidemic,2000
2005,Epidemic,2000
2005,Epidemic,2000
2005,Epidemic,2000
2005,Storm,2000
2005,Storm,2000
2005,Storm,2000
2005,Earthquake,2000
2005,Earthquake,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Storm,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Epidemic,2000
2005,Epidemic,2000
2005,Flood,2000
2005,Storm,2000
2005,Storm,2000
2005,Storm,2000
2005,Epidemic,2000
2005,Flood,2000
2005,Extreme temperature,2000
2005,Storm,2000
2005,Flood,2000
2005,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Storm,2000
2006,Storm,2000
2006,Storm,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Storm,2000
2006,Storm,2000
2006,Flood,2000
2006,Flood,2000
2006,Earthquake,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Storm,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Storm,2000
2006,Earthquake,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Earthquake,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Storm,2000
2006,Storm,2000
2006,Storm,2000
2006,Storm,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Storm,2000
2006,Storm,2000
2006,Flood,2000
2006,Storm,2000
2006,Storm,2000
2006,Storm,2000
2006,Storm,2000
2006,Drought,2000
2006,Drought,2000
2006,Storm,2000
2006,Storm,2000
2006,Storm,2000
2006,Storm,2000
2006,Storm,2000
2006,Storm,2000
2006,Storm,2000
2006,Storm,2000
2006,Storm,2000
2006,Storm,2000
2006,Storm,2000
2006,Drought,2000
2006,Storm,2000
2006,Storm,2000
2006,Earthquake,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Landslide,2000
2006,Landslide,2000
2006,Drought,2000
2006,Flood,2000
2006,Epidemic,2000
2006,Epidemic,2000
2006,Flood,2000
2006,Wildfire,2000
2006,Wildfire,2000
2006,Drought,2000
2006,Wildfire,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Storm,2000
2006,Flood,2000
2006,Extreme temperature,2000
2006,Flood,2000
2006,Epidemic,2000
2006,Storm,2000
2006,Flood,2000
2006,Flood,2000
2006,Storm,2000
2006,Earthquake,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Epidemic,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Storm,2000
2006,Earthquake,2000
2006,Earthquake,2000
2006,Earthquake,2000
2006,Earthquake,2000
2006,Earthquake,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Landslide,2000
2006,Storm,2000
2006,Epidemic,2000
2006,Epidemic,2000
2006,Epidemic,2000
2006,Epidemic,2000
2006,Volcanic activity,2000
2006,Volcanic activity,2000
2006,Volcanic activity,2000
2006,Flood,2000
2006,Flood,2000
2006,Extreme temperature,2000
2006,Storm,2000
2006,Earthquake,2000
2006,Flood,2000
2006,Volcanic activity,2000
2006,Volcanic activity,2000
2006,Flood,2000
2006,Extreme temperature,2000
2006,Wildfire,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Epidemic,2000
2006,Epidemic,2000
2006,Extreme temperature,2000
2006,Flood,2000
2006,Epidemic,2000
2006,Epidemic,2000
2006,Extreme temperature,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Earthquake,2000
2006,Earthquake,2000
2006,Earthquake,2000
2006,Volcanic activity,2000
2006,Flood,2000
2006,Landslide,2000
2006,Landslide,2000
2006,Landslide,2000
2006,Wildfire,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Extreme temperature,2000
2006,Earthquake,2000
2006,Earthquake,2000
2006,Earthquake,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Storm,2000
2006,Landslide,2000
2006,Epidemic,2000
2006,Storm,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Epidemic,2000
2006,Epidemic,2000
2006,Epidemic,2000
2006,Earthquake,2000
2006,Flood,2000
2006,Epidemic,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Storm,2000
2006,Flood,2000
2006,Landslide,2000
2007,Earthquake,2000
2007,Storm,2000
2007,Flood,2000
2007,Flood,2000
2007,Flood,2000
2007,Flood,2000
2007,Flood,2000
2007,Flood,2000
2007,Flood,2000
2007,Volcanic activity,2000
2007,Flood,2000
2007,Flood,2000
2007,Storm,2000
2007,Flood,2000
2007,Flood,2000
2007,Earthquake,2000
2007,Storm,2000
2007,Flood,2000
2007,Storm,2000
2007,Landslide,2000
2007,Storm,2000
2007,Storm,2000
2007,Flood,2000
2007,Flood,2000
2007,Epidemic,2000
2007,Flood,2000
2007,Storm,2000
2007,Flood,2000
2007,Storm,2000
2007,Epidemic,2000
2007,Extreme temperature,2000
2007,Storm,2000
2007,Epidemic,2000
2007,Landslide,2000
2007,Storm,2000
2007,Storm,2000
2007,Epidemic,2000
2007,Storm,2000
2007,Storm,2000
2007,Storm,2000
2007,Storm,2000
2007,Flood,2000
2007,Storm,2000
2007,Flood,2000
2007,Flood,2000
2007,Storm,2000
2007,Storm,2000
2007,Storm,2000
2007,Earthquake,2000
2007,Flood,2000
2007,Landslide,2000
2007,Epidemic,2000
2007,Flood,2000
2007,Storm,2000
2005,Flood,2000
2005,Storm,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Storm,2000
2005,Flood,2000
2005,Storm,2000
2005,Storm,2000
2005,Drought,2000
2005,Drought,2000
2005,Drought,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Storm,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Storm,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Storm,2000
2005,Wildfire,2000
2005,Wildfire,2000
2005,Storm,2000
2005,Storm,2000
2005,Storm,2000
2005,Flood,2000
2005,Flood,2000
2005,Storm,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Storm,2000
2005,Storm,2000
2005,Landslide,2000
2005,Storm,2000
2005,Storm,2000
2005,Storm,2000
2005,Storm,2000
2005,Storm,2000
2005,Drought,2000
2005,Drought,2000
2005,Drought,2000
2005,Extreme temperature,2000
2005,Extreme temperature,2000
2005,Extreme temperature,2000
2005,Extreme temperature,2000
2005,Extreme temperature,2000
2005,Storm,2000
2005,Flood,2000
2005,Flood,2000
2005,Epidemic,2000
2005,Epidemic,2000
2005,Flood,2000
2005,Epidemic,2000
2005,Epidemic,2000
2005,Flood,2000
2005,Storm,2000
2005,Flood,2000
2005,Epidemic,2000
2005,Flood,2000
2005,Epidemic,2000
2005,Extreme temperature,2000
2005,Flood,2000
2005,Earthquake,2000
2005,Flood,2000
2005,Landslide,2000
2005,Extreme temperature,2000
2005,Epidemic,2000
2005,Epidemic,2000
2005,Earthquake,2000
2005,Earthquake,2000
2005,Flood,2000
2005,Earthquake,2000
2005,Volcanic activity,2000
2005,Flood,2000
2005,Extreme temperature,2000
2005,Wildfire,2000
2005,Drought,2000
2005,Epidemic,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Extreme temperature,2000
2005,Extreme temperature,2000
2005,Flood,2000
2005,Flood,2000
2005,Epidemic,2000
2005,Epidemic,2000
2005,Flood,2000
2005,Flood,2000
2005,Volcanic activity,2000
2005,Storm,2000
2005,Flood,2000
2005,Epidemic,2000
2005,Epidemic,2000
2005,Storm,2000
2005,Extreme temperature,2000
2005,Epidemic,2000
2005,Extreme temperature,2000
2005,Flood,2000
2005,Extreme temperature,2000
2005,Epidemic,2000
2005,Flood,2000
2005,Drought,2000
2005,Earthquake,2000
2005,Flood,2000
2005,Storm,2000
2005,Storm,2000
2005,Earthquake,2000
2005,Epidemic,2000
2005,Epidemic,2000
2005,Epidemic,2000
2005,Drought,2000
2005,Storm,2000
2005,Storm,2000
2005,Storm,2000
2005,Storm,2000
2005,Extreme temperature,2000
2005,Wildfire,2000
2005,Storm,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Flood,2000
2005,Storm,2000
2005,Drought,2000
2005,Epidemic,2000
2005,Volcanic activity,2000
2005,Flood,2000
2005,Landslide,2000
2005,Epidemic,2000
2005,Earthquake,2000
2005,Epidemic,2000
2005,Flood,2000
2005,Epidemic,2000
2005,Epidemic,2000
2005,Epidemic,2000
2006,Flood,2000
2006,Flood,2000
2006,Storm,2000
2006,Storm,2000
2006,Storm,2000
2006,Storm,2000
2006,Storm,2000
2006,Storm,2000
2006,Storm,2000
2006,Earthquake,2000
2006,Flood,2000
2006,Flood,2000
2006,Storm,2000
2006,Drought,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Storm,2000
2006,Flood,2000
2006,Flood,2000
2006,Landslide,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Landslide,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Storm,2000
2006,Storm,2000
2006,Storm,2000
2006,Storm,2000
2006,Storm,2000
2006,Flood,2000
2006,Storm,2000
2006,Storm,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Storm,2000
2006,Flood,2000
2006,Storm,2000
2006,Storm,2000
2006,Landslide,2000
2006,Storm,2000
2006,Storm,2000
2006,Storm,2000
2006,Storm,2000
2006,Storm,2000
2006,Storm,2000
2006,Storm,2000
2006,Drought,2000
2006,Landslide,2000
2006,Extreme temperature,2000
2006,Flood,2000
2006,Epidemic,2000
2006,Flood,2000
2006,Earthquake,2000
2006,Epidemic,2000
2006,Flood,2000
2006,Flood,2000
2006,Volcanic activity,2000
2006,Flood,2000
2006,Flood,2000
2006,Epidemic,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Epidemic,2000
2006,Flood,2000
2006,Epidemic,2000
2006,Epidemic,2000
2006,Flood,2000
2006,Flood,2000
2006,Extreme temperature,2000
2006,Flood,2000
2006,Landslide,2000
2006,Drought,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Landslide,2000
2006,Extreme temperature,2000
2006,Wildfire,2000
2006,Volcanic activity,2000
2006,Drought,2000
2006,Volcanic activity,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Landslide,2000
2006,Landslide,2000
2006,Landslide,2000
2006,Storm,2000
2006,Storm,2000
2006,Volcanic activity,2000
2006,Volcanic activity,2000
2006,Flood,2000
2006,Landslide,2000
2006,Flood,2000
2006,Epidemic,2000
2006,Extreme temperature,2000
2006,Epidemic,2000
2006,Flood,2000
2006,Flood,2000
2006,Extreme temperature,2000
2006,Earthquake,2000
2006,Flood,2000
2006,Flood,2000
2006,Landslide,2000
2006,Epidemic,2000
2006,Flood,2000
2006,Flood,2000
2006,Epidemic,2000
2006,Epidemic,2000
2006,Epidemic,2000
2006,Epidemic,2000
2006,Epidemic,2000
2006,Earthquake,2000
2006,Extreme temperature,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Epidemic,2000
2006,Epidemic,2000
2006,Epidemic,2000
2006,Epidemic,2000
2006,Epidemic,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Storm,2000
2006,Flood,2000
2006,Flood,2000
2006,Epidemic,2000
2006,Flood,2000
2006,Flood,2000
2006,Earthquake,2000
2006,Landslide,2000
2006,Flood,2000
2006,Flood,2000
2006,Epidemic,2000
2006,Earthquake,2000
2006,Flood,2000
2006,Storm,2000
2006,Storm,2000
2006,Flood,2000
2006,Flood,2000
2006,Epidemic,2000
2006,Epidemic,2000
2006,Epidemic,2000
2006,Epidemic,2000
2006,Insect infestation,2000
2006,Flood,2000
2006,Flood,2000
2006,Epidemic,2000
2006,Epidemic,2000
2006,Epidemic,2000
2006,Epidemic,2000
2006,Storm,2000
2006,Storm,2000
2006,Storm,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Extreme temperature,2000
2006,Extreme temperature,2000
2006,Wildfire,2000
2006,Wildfire,2000
2006,Wildfire,2000
2006,Storm,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Storm,2000
2006,Storm,2000
2006,Volcanic activity,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Flood,2000
2006,Epidemic,2000
2006,Epidemic,2000
2006,Epidemic,2000
2006,Epidemic,2000
2006,Epidemic,2000
2006,Epidemic,2000
2006,Epidemic,2000
2006,Epidemic,2000
2007,Storm,2000
2007,Storm,2000
2007,Earthquake,2000
2007,Storm,2000
2007,Extreme temperature,2000
2007,Flood,2000
2007,Flood,2000
2007,Flood,2000
2007,Storm,2000
2007,Flood,2000
2007,Flood,2000
2007,Flood,2000
2007,Flood,2000
2007,Flood,2000
2007,Earthquake,2000
2007,Flood,2000
